type,key,query,seller,seller_name,title,price_min,price_max,variants,option_names,personalization_words,dietary_words,url
category,favors,party favors,readymadeplaycanada.myshopify.com,Readymade Play Canada ,Party Favours!,550,550,1,,,,https://readymadeplaycanada.com/products/party-favours?variant=48755888783646&_gsid=UhbBh1D8ZRqS&utm_source=shopify&utm_medium=catalog
category,favors,party favors,partyexpertballoon.myshopify.com,Party Expert,"Happy Icons Surprise Balls, 6 Count",3999,3999,1,,,,https://www.party-expert.com/products/happy-fun-icons-surprise-balls-6-count?variant=43755287085242&_gsid=UhbBh1D8ZRqS&utm_source=shopify&utm_medium=catalog
category,favors,party favors,paper-parties-boutique.myshopify.com,Pretty Day,Multi Surprise Balls,4509,4509,1,,,,https://www.prettyday.com/products/copy-of-meri-meri-rainbow-surprise-ball-party-favors-s3104?variant=46635786600681&_gsid=UhbBh1D8ZRqS&utm_source=shopify&utm_medium=catalog
category,favors,party favors,lemon-and-lavender-toronto.myshopify.com,Lemon And Lavender Toronto,Surprise Cake Slices | Meri Meri,4999,4999,1,,,,https://shop.lemonlavender.com/products/surprise-cake-slices-meri-meri?variant=46782329880805&_gsid=UhbBh1D8ZRqS&utm_source=shopify&utm_medium=catalog
category,favors,party favors,good-nbr.myshopify.com,Good Neighbour,Rainbow Surprise Balls,4000,4000,1,,,,https://www.goodnbr.com/products/multi-surprise-balls-copy?variant=41178487193643&_gsid=UhbBh1D8ZRqS&utm_source=shopify&utm_medium=catalog
category,favors,party favors,partyexpertballoon.myshopify.com,Party Expert,"Spider-Man mega favor pack, 48 per package",1599,1599,1,,,,https://www.party-expert.com/products/spider-man-mega-mix-pack-48-pkg?variant=14307101769794&_gsid=UhbBh1D8ZRqS&utm_source=shopify&utm_medium=catalog
category,favors,party favors,partyexpertballoon.myshopify.com,Party Expert,"Fairy Party Paper Bags, 8 Count",2499,2499,1,,,,https://www.party-expert.com/products/fairy-party-paper-bags-8-count?variant=43749427609786&_gsid=UhbBh1D8ZRqS&utm_source=shopify&utm_medium=catalog
category,favors,party favors,lemon-and-lavender-toronto.myshopify.com,Lemon And Lavender Toronto,Stripe Party Bags (Set of 8)-Meri Meri,2999,2999,1,,,,https://shop.lemonlavender.com/products/easter-party-bags-set-of-8-meri-meri-copy?variant=45902392951013&_gsid=UhbBh1D8ZRqS&utm_source=shopify&utm_medium=catalog
category,favors,party favors,partyexpertballoon.myshopify.com,Party Expert,"Spider-Man Birthday Favour Bags, Marvel, 8 Count",349,349,1,,,,https://www.party-expert.com/products/spider-man-birthday-favour-bags-marvel-8-count?variant=44831504171194&_gsid=UhbBh1D8ZRqS&utm_source=shopify&utm_medium=catalog
category,favors,party favors,the-sugar-cube.myshopify.com,The Sugar Cube,Custom Candy Bags,12375,12375,1,Quantity; Allergen; Size,custom; personaliz,allerg,https://www.sugarcubeyyc.com/products/custom-candy-bags?variant=3359674948&_gsid=UhbBh1D8ZRqS&utm_source=shopify&utm_medium=catalog
category,favors,party favors,geniusgems.myshopify.com,Genius Gems,Goody Bags,2117,2117,1,Option,,,https://geniusgems.com/products/goody-bags?variant=48701158687008&_gsid=UhbBh1D8ZRqS&utm_source=shopify&utm_medium=catalog
category,favors,party favors,thecrossdesign.myshopify.com,The Cross Living,Mermaid Party Bags,3000,3000,1,,,,https://www.thecrossliving.com/products/mermaid-party-bags?variant=45866594598969&_gsid=UhbBh1D8ZRqS&utm_source=shopify&utm_medium=catalog
category,favors,party favors,paper-parties-boutique.myshopify.com,Pretty Day,Toybox Icon Party Bags 8pk.,3134,3134,1,,,,https://www.prettyday.com/products/toybox-icon-party-bags-8pk?variant=48093208805609&_gsid=UhbBh1D8ZRqS&utm_source=shopify&utm_medium=catalog
category,favors,party favors,b-glam-party-shop-9426.myshopify.com,B Glam Party Shop,Pink Surprise Balls (x 6),3900,3900,1,,,,https://bglampartyshop.ca/products/pink-surprise-balls-x-6?variant=41222672056460&_gsid=UhbBh1D8ZRqS&utm_source=shopify&utm_medium=catalog
category,favors,party favors,party-stuff-v4.myshopify.com,Party Stuff,48 Count Hello Kitty Party Favor Pack,1499,1499,1,,,,https://www.partystuff.ca/products/48ct-hello-kitty-party-favor-pack?variant=51815973224818&_gsid=UhbBh1D8ZRqS&utm_source=shopify&utm_medium=catalog
category,favors,party favors,paper-parties-boutique.myshopify.com,Pretty Day,Charm Party Bags 8pk.,3134,3134,1,,,,https://www.prettyday.com/products/charm-party-bags-8pk?variant=50979965632745&_gsid=UhbBh1D8ZRqS&utm_source=shopify&utm_medium=catalog
category,favors,party favors,confettimyparty-5294.myshopify.com,CONFETTIMYPARTY,PRINCESS PARTY BAGS BY MERI MERI,3000,3000,1,,,,https://www.confettimyparty.com/products/princess-party-bags?variant=44327979483455&_gsid=UhbBh1D8ZRqS&utm_source=shopify&utm_medium=catalog
category,favors,party favors,paper-parties-boutique.myshopify.com,Pretty Day,Western Boot Party Bags 8pk.,3134,3134,1,,,,https://www.prettyday.com/products/western-boot-party-bags-8pk?variant=48093411737833&_gsid=UhbBh1D8ZRqS&utm_source=shopify&utm_medium=catalog
category,favors,party favors,paper-parties-boutique.myshopify.com,Pretty Day,Red And Pink Velvet Bow Surprise Balls 6pk.,3387,3387,1,,,,https://www.prettyday.com/products/red-and-pink-velvet-bow-surprise-balls-6pk?variant=49708124340457&_gsid=UhbBh1D8ZRqS&utm_source=shopify&utm_medium=catalog
category,favors,party favors,partyexpertballoon.myshopify.com,Party Expert,"Avengers Assemble favor bags, 8 per package",347,347,1,,,,https://www.party-expert.com/products/avengers-assemble-lootbags-8-pkg?variant=14026965286978&_gsid=UhbBh1D8ZRqS&utm_source=shopify&utm_medium=catalog
category,favors,party favors,partyexpertballoon.myshopify.com,Party Expert,"Disney Toy Story 4 Birthday Party Mega Favour Pack, 48 Count",1599,1599,1,,,,https://www.party-expert.com/products/toy-story-4-mega-mix-favors-48-pkg?variant=15473203281986&_gsid=UhbBh1D8ZRqS&utm_source=shopify&utm_medium=catalog
category,favors,party favors,party-stuff-v4.myshopify.com,Party Stuff,"Minecraft Favour Pack, 48 pieces",1999,1999,1,,,,https://www.partystuff.ca/products/48-minecraft-favor-pack?variant=51884337463666&_gsid=UhbBh1D8ZRqS&utm_source=shopify&utm_medium=catalog
category,favors,party favors,confettimyparty-5294.myshopify.com,CONFETTIMYPARTY,ROCKET PARTY BAGS BY MERI MERI,2550,2550,1,,,,https://www.confettimyparty.com/products/rocket-party-bags?variant=44249098158399&_gsid=UhbBh1D8ZRqS&utm_source=shopify&utm_medium=catalog
category,favors,party favors,partyexpertballoon.myshopify.com,Party Expert,"Happy Icons Party Paper Bags, 8 Count",2599,2599,1,,,,https://www.party-expert.com/products/fun-icons-party-paper-bags-8-count?variant=43755272831162&_gsid=UhbBh1D8ZRqS&utm_source=shopify&utm_medium=catalog
category,favors,party favors,confettimyparty-5294.myshopify.com,CONFETTIMYPARTY,GINGHAM FRINGE PARTY BAGS BY MERI MERI,3000,3000,1,,,,https://www.confettimyparty.com/products/gingham-fringe-party-bags-by-meri-meri?variant=52237867647295&_gsid=UhbBh1D8ZRqS&utm_source=shopify&utm_medium=catalog
category,favors,party favors,partyexpert-fr.myshopify.com,Party Expert USA,"Pokémon Birthday Favour Bags, 8 count",397,397,1,,custom,,https://www.party-expert.ca/products/pokemon-birthday-favour-bags-8-count?variant=41950185029830&_gsid=UhbBh1D8ZRqS&utm_source=shopify&utm_medium=catalog
category,favors,party favors,paper-parties-boutique.myshopify.com,Pretty Day,Meri Meri Pirate Skulls Surprise Balls 3pk.,3959,3959,1,,,,https://www.prettyday.com/products/pirate-skulls-surprise-balls?variant=43376019308777&_gsid=UhbBh1D8ZRqS&utm_source=shopify&utm_medium=catalog
category,favors,party favors,partyexpertballoon.myshopify.com,Party Expert,"Mickey Mouse Forever mega favor pack, 48 per package",1599,1599,1,,,,https://www.party-expert.com/products/mickey-mouse-forever-mega-favor-pack?variant=31955396722748&_gsid=UhbBh1D8ZRqS&utm_source=shopify&utm_medium=catalog
category,favors,party favors,partyexpertballoon.myshopify.com,Party Expert,"Pokémon Plastic Favour Bags, 8 Count",349,349,1,,,,https://www.party-expert.com/products/pokemon-plastic-favour-bags-8-count?variant=45574837305530&_gsid=UhbBh1D8ZRqS&utm_source=shopify&utm_medium=catalog
category,favors,party favors,1gmzrj-af.myshopify.com,Dazzling Party and Balloons,Hello Kitty & Friends Favor Pack 48 Pack,2195,2195,1,,,,https://dazzlingballoons.ca/products/hello-kitty-friends-favor-pack-48-pack?variant=52696288330001&_gsid=UhbBh1D8ZRqS&utm_source=shopify&utm_medium=catalog
category,favors,party favors,paper-parties-boutique.myshopify.com,Pretty Day,Ladurée Paris Macaron Surprise Ball Party Favors 5pk.,4289,4289,1,,,,https://www.prettyday.com/products/laduree-paris-macaron-surprise-ball-party-favors?variant=44295603880169&_gsid=UhbBh1D8ZRqS&utm_source=shopify&utm_medium=catalog
category,favors,party favors,party-stuff-v4.myshopify.com,Party Stuff,"Favor Box - Heart, 8 Count, 4.5""",399,399,1,,,,https://www.partystuff.ca/products/8-heart-favor-box?variant=48649814638752&_gsid=UhbBh1D8ZRqS&utm_source=shopify&utm_medium=catalog
category,favors,party favors,partyexpertballoon.myshopify.com,Party Expert,"Toy Story Plastic Favour Bags, 8 Count",349,349,1,,,,https://www.party-expert.com/products/toy-story-plastic-favour-bags-8-count?variant=45868922175674&_gsid=UhbBh1D8ZRqS&utm_source=shopify&utm_medium=catalog
category,favors,party favors,partyexpertballoon.myshopify.com,Party Expert,"Frozen 2 favor bags, 8 per package",349,349,1,,,,https://www.party-expert.com/products/frozen-2-loot-bags-8-pkg?variant=30345749561410&_gsid=UhbBh1D8ZRqS&utm_source=shopify&utm_medium=catalog
category,favors,party favors,partyexpertballoon.myshopify.com,Party Expert,"Flutter Party Mega Mix Favor Pack, 48 Count",1597,1597,1,,,,https://www.party-expert.com/products/flutter-party-mega-mix-favor-pack-48-count?variant=38116746133690&_gsid=UhbBh1D8ZRqS&utm_source=shopify&utm_medium=catalog
category,favors,party favors,partyexpertballoon.myshopify.com,Party Expert,"Frozen 2 mega favor pack, 48 per package",1599,1599,1,,,,https://www.party-expert.com/products/frozen-2-mega-mix-pack-48-pkg?variant=31006168547388&_gsid=UhbBh1D8ZRqS&utm_source=shopify&utm_medium=catalog
category,favors,party favors,partyexpertballoon.myshopify.com,Party Expert,"Pirate Treasure Chest Favor Boxes, 4 per Package",1299,1299,1,,,,https://www.party-expert.com/products/pirate-treasure-chest-favor-boxes-4-pkg?variant=14021597823042&_gsid=UhbBh1D8ZRqS&utm_source=shopify&utm_medium=catalog
category,favors,party favors,paper-parties-boutique.myshopify.com,Pretty Day,Carnival Tent Treat Boxes 8pk,2034,2034,1,,,,https://www.prettyday.com/products/car907-carnival-tent-favor-treat-boxes?variant=44127859704041&_gsid=UhbBh1D8ZRqS&utm_source=shopify&utm_medium=catalog
category,favors,party favors,partyexpertballoon.myshopify.com,Party Expert,"Justice League favor bags, 8 per package",1097,1097,1,,,,https://www.party-expert.com/products/justice-league-paper-bag-8-per-package?variant=31782860488764&_gsid=UhbBh1D8ZRqS&utm_source=shopify&utm_medium=catalog
category,favors,party favors,partyexpertballoon.myshopify.com,Party Expert,Frozen 2 plastic favor cup,149,149,1,,,,https://www.party-expert.com/products/frozen-2-plastic-cup-16-oz?variant=30345739141186&_gsid=UhbBh1D8ZRqS&utm_source=shopify&utm_medium=catalog
category,favors,party favors,buchans-kerrisdale-stationery-3461.myshopify.com,Buchan's Kerrisdale Stationery,MERI MERI - Multicolor Star Confetti Cracker,3199,3199,1,,,,https://www.buchanst.com/products/meri-meri-multicolor-star-confetti-cracker?variant=45291799380247&_gsid=UhbBh1D8ZRqS&utm_source=shopify&utm_medium=catalog
category,favors,party favors,partyexpertballoon.myshopify.com,Party Expert,"Minecraft favor bags, 8 per package",349,349,1,,,,https://www.party-expert.com/products/minecraft-loot-bag-8-pkg?variant=16177196924994&_gsid=UhbBh1D8ZRqS&utm_source=shopify&utm_medium=catalog
category,favors,party favors,buchans-kerrisdale-stationery-3461.myshopify.com,Buchan's Kerrisdale Stationery,MERI MERI - Animal Parade Party Bags - Pack of 8,2599,2599,1,,,,https://www.buchanst.com/products/meri-meri-animal-parade-party-bags-pack-of-8?variant=50286285291799&_gsid=UhbBh1D8ZRqS&utm_source=shopify&utm_medium=catalog
category,favors,party favors,partyexpertballoon.myshopify.com,Party Expert,"Batman Birthday Party Favour Bags, 8 Count",349,349,1,,,,https://www.party-expert.com/products/batman-birthday-party-favour-bags-8-count?variant=45842634375354&_gsid=UhbBh1D8ZRqS&utm_source=shopify&utm_medium=catalog
category,favors,party favors,partyexpertballoon.myshopify.com,Party Expert,"Woodland Animals favor bags, 8 per package",999,999,1,,,,https://www.party-expert.com/products/woodland-animals-treat-bags-8-per-package?variant=31804553166908&_gsid=UhbBh1D8ZRqS&utm_source=shopify&utm_medium=catalog
category,favors,party favors,partyexpertballoon.myshopify.com,Party Expert,"Friendship Birthday Surprise Bags, 6 Count",699,699,1,,,,https://www.party-expert.com/products/friendship-birthday-surprise-bags-6-count?variant=44725991932090&_gsid=UhbBh1D8ZRqS&utm_source=shopify&utm_medium=catalog
category,favors,party favors,partyexpertballoon.myshopify.com,Party Expert,"Multicolor blow pipes, 4 per package",299,299,1,,,,https://www.party-expert.com/products/blow-pipes-4-pkg?variant=14306901229634&_gsid=UhbBh1D8ZRqS&utm_source=shopify&utm_medium=catalog
category,favors,party favors,partyexpertballoon.myshopify.com,Party Expert,"Hello Kitty and Friends Birthday Pink Party Favour Cup, 16 Oz, 1 Count",749,749,1,,,,https://www.party-expert.com/products/hello-kitty-and-friends-birthday-pink-party-favour-cup-16-oz-1-count?variant=44289131118778&_gsid=UhbBh1D8ZRqS&utm_source=shopify&utm_medium=catalog
category,favors,party favors,party-stuff-v4.myshopify.com,Party Stuff,"Harry Potter Paper Treat Bags, 8 Count",399,399,1,,,,https://www.partystuff.ca/products/harry-potter-paper-treat-bags-8ct?variant=42050007892128&_gsid=UhbBh1D8ZRqS&utm_source=shopify&utm_medium=catalog
category,favors,party favors,partyexpertballoon.myshopify.com,Party Expert,"Pink Star Bubble Necklaces, 4 Count",499,499,1,,,,https://www.party-expert.com/products/pink-star-bubble-necklaces-4-count?variant=44588662358202&_gsid=UhbBh1D8ZRqS&utm_source=shopify&utm_medium=catalog
category,cookies,cookie favors,kscrqm-1w.myshopify.com,Cookista,Cookie Favors,125,125,1,Packaging,custom,,https://cookista.ca/products/cookie-favors?variant=53100436226347&_gsid=4wVbqsh4RdFU&utm_source=shopify&utm_medium=catalog
category,cookies,cookie favors,a0qrkj-ex.myshopify.com,Cookies By Design - Canada,School Love Favor Tray,7129,7129,1,,custom,,https://cookiesbydesign.ca/products/school-love-favor-tray?variant=50033477320992&_gsid=4wVbqsh4RdFU&utm_source=shopify&utm_medium=catalog
category,cookies,cookie favors,a0qrkj-ex.myshopify.com,Cookies By Design - Canada,Party Cupcakes Favor Tray,7129,7129,1,,,,https://cookiesbydesign.ca/products/party-cupcakes-favor-tray?variant=50138428997920&_gsid=4wVbqsh4RdFU&utm_source=shopify&utm_medium=catalog
category,cookies,cookie favors,a0qrkj-ex.myshopify.com,Cookies By Design - Canada,Pool Party Favor Tray,7129,7129,1,,,,https://cookiesbydesign.ca/products/pool-party-favor-tray?variant=50178374893856&_gsid=4wVbqsh4RdFU&utm_source=shopify&utm_medium=catalog
category,cookies,cookie favors,a0qrkj-ex.myshopify.com,Cookies By Design - Canada,It’s a Girl Favor Tray,7129,7129,1,,,,https://cookiesbydesign.ca/products/it-s-a-girl-favor-tray?variant=50141369368864&_gsid=4wVbqsh4RdFU&utm_source=shopify&utm_medium=catalog
category,cookies,cookie favors,a0qrkj-ex.myshopify.com,Cookies By Design - Canada,Cookies for Santa Cookie Favors,499,499,1,,,,https://cookiesbydesign.ca/products/cookies-for-santa-cookie-favors?variant=50179467477280&_gsid=4wVbqsh4RdFU&utm_source=shopify&utm_medium=catalog
category,cookies,cookie favors,a0qrkj-ex.myshopify.com,Cookies By Design - Canada,My Heart Cookie Favors,499,499,1,,,,https://cookiesbydesign.ca/products/my-heart-cookie-favors-1?variant=50179387064608&_gsid=4wVbqsh4RdFU&utm_source=shopify&utm_medium=catalog
category,cookies,cookie favors,veehacart-ca.myshopify.com,Veehacart,Dohful Assorted Cookies,2531,2531,1,Pack size,,,https://veehacart.ca/products/assorted-cookies?variant=46747646951653&_gsid=4wVbqsh4RdFU&utm_source=shopify&utm_medium=catalog
category,cookies,cookie favors,a0qrkj-ex.myshopify.com,Cookies By Design - Canada,Gender Reveal Favor Tray,7129,7129,1,,,,https://cookiesbydesign.ca/products/gender-reveal-favor-tray?variant=50141335421216&_gsid=4wVbqsh4RdFU&utm_source=shopify&utm_medium=catalog
category,cookies,cookie favors,a0qrkj-ex.myshopify.com,Cookies By Design - Canada,Oh Baby! Favor Tray,7129,7129,1,,,,https://cookiesbydesign.ca/products/oh-baby-favor-tray?variant=50141339713824&_gsid=4wVbqsh4RdFU&utm_source=shopify&utm_medium=catalog
category,cookies,cookie favors,a0qrkj-ex.myshopify.com,Cookies By Design - Canada,I Do Cookie Favors,499,499,1,,,,https://cookiesbydesign.ca/products/i-do-cookie-favors?variant=50032506339616&_gsid=4wVbqsh4RdFU&utm_source=shopify&utm_medium=catalog
category,cookies,cookie favors,a0qrkj-ex.myshopify.com,Cookies By Design - Canada,It's All About Pie Favor Tray,7129,7129,1,,,,https://cookiesbydesign.ca/products/its-all-about-pie-favor-tray?variant=50178402124064&_gsid=4wVbqsh4RdFU&utm_source=shopify&utm_medium=catalog
category,cookies,cookie favors,a0qrkj-ex.myshopify.com,Cookies By Design - Canada,Party POP Favor Tray,7129,7129,1,,,,https://cookiesbydesign.ca/products/party-pop-favor-tray?variant=50138432504096&_gsid=4wVbqsh4RdFU&utm_source=shopify&utm_medium=catalog
category,cookies,cookie favors,a0qrkj-ex.myshopify.com,Cookies By Design - Canada,Halloween Bash Favor Tray,7129,7129,1,,,,https://cookiesbydesign.ca/products/halloween-bash-favor-tray?variant=50155896865056&_gsid=4wVbqsh4RdFU&utm_source=shopify&utm_medium=catalog
category,cookies,cookie favors,a0qrkj-ex.myshopify.com,Cookies By Design - Canada,Easter Cookie Favors,499,499,1,,,,https://cookiesbydesign.ca/products/easter-cookie-favors?variant=50007582867744&_gsid=4wVbqsh4RdFU&utm_source=shopify&utm_medium=catalog
category,cookies,cookie favors,a0qrkj-ex.myshopify.com,Cookies By Design - Canada,Save the Date Cookie Favors,499,499,1,,personaliz; initials,,https://cookiesbydesign.ca/products/save-the-date-cookie-favors?variant=50032491102496&_gsid=4wVbqsh4RdFU&utm_source=shopify&utm_medium=catalog
category,cookies,cookie favors,a0qrkj-ex.myshopify.com,Cookies By Design - Canada,Party POP Cookie Favors,499,499,1,,,,https://cookiesbydesign.ca/products/party-pop-cookie-favors?variant=50138434863392&_gsid=4wVbqsh4RdFU&utm_source=shopify&utm_medium=catalog
category,cookies,cookie favors,a0qrkj-ex.myshopify.com,Cookies By Design - Canada,Sweet Emoji Cookie Favors,499,499,1,,,,https://cookiesbydesign.ca/products/sweet-emoji-cookie-favors?variant=50178376696096&_gsid=4wVbqsh4RdFU&utm_source=shopify&utm_medium=catalog
category,cookies,cookie favors,a0qrkj-ex.myshopify.com,Cookies By Design - Canada,BBQ Let’s Eat Favor Tray,7129,7129,1,,personaliz,,https://cookiesbydesign.ca/products/bbq-let-s-eat-favor-tray?variant=50178375647520&_gsid=4wVbqsh4RdFU&utm_source=shopify&utm_medium=catalog
category,cookies,cookie favors,a0qrkj-ex.myshopify.com,Cookies By Design - Canada,Celebrate Your Grad Favor Tray,7129,7129,1,,,,https://cookiesbydesign.ca/products/celebrate-your-grad-favor-tray?variant=50144569032992&_gsid=4wVbqsh4RdFU&utm_source=shopify&utm_medium=catalog
category,cookies,cookie favors,a0qrkj-ex.myshopify.com,Cookies By Design - Canada,Baseball Favor Tray,7129,7129,1,,,,https://cookiesbydesign.ca/products/baseball-favor-tray?variant=50036463730976&_gsid=4wVbqsh4RdFU&utm_source=shopify&utm_medium=catalog
category,cookies,cookie favors,a0qrkj-ex.myshopify.com,Cookies By Design - Canada,My Heart Cookie Favor Tray,7129,7129,1,,,,https://cookiesbydesign.ca/products/my-heart-cookie-favor-tray-1?variant=50179394470176&_gsid=4wVbqsh4RdFU&utm_source=shopify&utm_medium=catalog
category,cookies,cookie favors,a0qrkj-ex.myshopify.com,Cookies By Design - Canada,Sugar Skulls Favors Tray,7129,7129,1,,,,https://cookiesbydesign.ca/products/sugar-skulls-favors-tray?variant=50155909087520&_gsid=4wVbqsh4RdFU&utm_source=shopify&utm_medium=catalog
category,cookies,cookie favors,a0qrkj-ex.myshopify.com,Cookies By Design - Canada,Some Bunny Loves You - Cookie Favors,499,499,1,,,,https://cookiesbydesign.ca/products/some-bunny-loves-you-cookie-favors?variant=50007586341152&_gsid=4wVbqsh4RdFU&utm_source=shopify&utm_medium=catalog
category,cookies,cookie favors,sweetflour-bakeshop.myshopify.com,Sweet Flour Bake Shop,Thank You Sugar Cookies,600,600,1,Choose the packaging,custom,,https://www.sweetflour.ca/products/thank-you-sugar-cookies?variant=42874782974193&_gsid=4wVbqsh4RdFU&utm_source=shopify&utm_medium=catalog
category,cookies,cookie favors,a0qrkj-ex.myshopify.com,Cookies By Design - Canada,My Heart Cookie Favors,499,499,1,,,,https://cookiesbydesign.ca/products/my-heart-cookie-favors?variant=50115541205280&_gsid=4wVbqsh4RdFU&utm_source=shopify&utm_medium=catalog
category,cookies,cookie favors,a0qrkj-ex.myshopify.com,Cookies By Design - Canada,Sugar Skulls Cookie Favors,499,499,1,,,,https://cookiesbydesign.ca/products/sugar-skulls-cookie-favors?variant=50155914789152&_gsid=4wVbqsh4RdFU&utm_source=shopify&utm_medium=catalog
category,cookies,cookie favors,a0qrkj-ex.myshopify.com,Cookies By Design - Canada,Magical Unicorns Cookie Favors,499,499,1,,,,https://cookiesbydesign.ca/products/magical-unicorns-cookie-favors?variant=50178379055392&_gsid=4wVbqsh4RdFU&utm_source=shopify&utm_medium=catalog
category,cookies,cookie favors,a0qrkj-ex.myshopify.com,Cookies By Design - Canada,Happy Valentines Cookie Favors,499,499,1,,,,https://cookiesbydesign.ca/products/happy-valentines-cookie-favors?variant=50179353903392&_gsid=4wVbqsh4RdFU&utm_source=shopify&utm_medium=catalog
category,cookies,cookie favors,a0qrkj-ex.myshopify.com,Cookies By Design - Canada,Sweet Spots,2699,2699,1,,,,https://cookiesbydesign.ca/products/sweet-spots?variant=49943089283360&_gsid=4wVbqsh4RdFU&utm_source=shopify&utm_medium=catalog
category,cookies,cookie favors,a0qrkj-ex.myshopify.com,Cookies By Design - Canada,Soccer Favor Tray,7129,7129,1,,personaliz,,https://cookiesbydesign.ca/products/soccer-favor-tray?variant=50036441284896&_gsid=4wVbqsh4RdFU&utm_source=shopify&utm_medium=catalog
category,cookies,cookie favors,a0qrkj-ex.myshopify.com,Cookies By Design - Canada,Magical Unicorns Favor Tray,7129,7129,1,,,,https://cookiesbydesign.ca/products/magical-unicorns-favor-tray?variant=50138430177568&_gsid=4wVbqsh4RdFU&utm_source=shopify&utm_medium=catalog
category,cookies,cookie favors,a0qrkj-ex.myshopify.com,Cookies By Design - Canada,Harvest Happiness Cookie Favors,499,499,1,,,,https://cookiesbydesign.ca/products/harvest-happiness-cookie-favors?variant=50179212149024&_gsid=4wVbqsh4RdFU&utm_source=shopify&utm_medium=catalog
category,cookies,cookie favors,a0qrkj-ex.myshopify.com,Cookies By Design - Canada,It’s a Boy Cookie Favors,499,499,1,,,,https://cookiesbydesign.ca/products/it-s-a-boy-cookie-favors?variant=50141360554272&_gsid=4wVbqsh4RdFU&utm_source=shopify&utm_medium=catalog
category,cookies,cookie favors,a0qrkj-ex.myshopify.com,Cookies By Design - Canada,Halloween Bash Cookie Favors,499,499,1,,,,https://cookiesbydesign.ca/products/halloween-bash-cookie-favors?variant=50155907383584&_gsid=4wVbqsh4RdFU&utm_source=shopify&utm_medium=catalog
category,cookies,cookie favors,a0qrkj-ex.myshopify.com,Cookies By Design - Canada,It’s a Girl Cookie Favors,499,499,1,,,,https://cookiesbydesign.ca/products/it-s-a-girl-cookie-favors?variant=50141359571232&_gsid=4wVbqsh4RdFU&utm_source=shopify&utm_medium=catalog
category,cookies,cookie favors,a0qrkj-ex.myshopify.com,Cookies By Design - Canada,New Years Eve Cookie Favors,499,499,1,,,,https://cookiesbydesign.ca/products/new-years-eve-cookie-favors?variant=50155891720480&_gsid=4wVbqsh4RdFU&utm_source=shopify&utm_medium=catalog
category,cookies,cookie favors,sweetflour-bakeshop.myshopify.com,Sweet Flour Bake Shop,Gourmet Cookie Gift Box (24),5900,5900,1,Add a decorated cookie,,,https://www.sweetflour.ca/products/gourmet-cookie-box-24?variant=622156489&_gsid=4wVbqsh4RdFU&utm_source=shopify&utm_medium=catalog
category,cookies,cookie favors,a0qrkj-ex.myshopify.com,Cookies By Design - Canada,Sports Cookie Favors,499,499,1,,,,https://cookiesbydesign.ca/products/sports-cookie-favors?variant=50036464976160&_gsid=4wVbqsh4RdFU&utm_source=shopify&utm_medium=catalog
category,cookies,cookie favors,a0qrkj-ex.myshopify.com,Cookies By Design - Canada,Hockey Favor Tray,7129,7129,1,,,,https://cookiesbydesign.ca/products/hockey-favor-tray?variant=50036447019296&_gsid=4wVbqsh4RdFU&utm_source=shopify&utm_medium=catalog
category,cookies,cookie favors,sweetflour-bakeshop.myshopify.com,Sweet Flour Bake Shop,Gift Bag of 6 Mini Cookies,805,805,1,Select the packaging; Select the ribbon colour,,,https://www.sweetflour.ca/products/gift-bag-of-6-mini-cookies?variant=46534892978417&_gsid=4wVbqsh4RdFU&utm_source=shopify&utm_medium=catalog
category,cookies,cookie favors,a0qrkj-ex.myshopify.com,Cookies By Design - Canada,It’s a Boy Favor Tray,7129,7129,1,,,,https://cookiesbydesign.ca/products/it-s-a-boy-favor-tray?variant=50141368942880&_gsid=4wVbqsh4RdFU&utm_source=shopify&utm_medium=catalog
category,cookies,cookie favors,bluesheepbakeshop.myshopify.com,Blue Sheep Bake Shop,2 Count Cookie Favors,395,395,1,,,,https://bluesheepbakeshop.com/products/2-count-cookie-favors?variant=40638768611375&_gsid=4wVbqsh4RdFU&utm_source=shopify&utm_medium=catalog
category,cookies,cookie favors,a0qrkj-ex.myshopify.com,Cookies By Design - Canada,Save the Date Favor Tray,7129,7129,1,,personaliz; initials,,https://cookiesbydesign.ca/products/save-the-date-favor-tray?variant=50032487334176&_gsid=4wVbqsh4RdFU&utm_source=shopify&utm_medium=catalog
category,cookies,cookie favors,a0qrkj-ex.myshopify.com,Cookies By Design - Canada,Pumpkin Spice Favor Tray,7129,7129,1,,,,https://cookiesbydesign.ca/products/pumpkin-spice-favor-tray?variant=50178401665312&_gsid=4wVbqsh4RdFU&utm_source=shopify&utm_medium=catalog
category,cookies,cookie favors,a0qrkj-ex.myshopify.com,Cookies By Design - Canada,Christmas Candy Cane Cookie Favors,499,499,1,,,,https://cookiesbydesign.ca/products/christmas-candy-cane-cookie-favors?variant=50179543204128&_gsid=4wVbqsh4RdFU&utm_source=shopify&utm_medium=catalog
category,cookies,cookie favors,a0qrkj-ex.myshopify.com,Cookies By Design - Canada,Game Day Cookie Favor Tray,7129,7129,1,,custom,,https://cookiesbydesign.ca/products/game-day-cookie-favor-tray?variant=50178404712736&_gsid=4wVbqsh4RdFU&utm_source=shopify&utm_medium=catalog
